subjectnum;order;blockedormixed;condition;testtrial;faceorword;wordonleft;wordonright;faceonleft;faceonright;responsekey;accuracy;RT;studytrial;testbin;;;;;;;;;;;;;;;;;;;;;;
66,00;2,00;1,00;3,00;86,00;1,00;pushed;uncle;0,00;0,00;2,00;1,00;1,52;92,00;9,00;;;;;;;;;;;;;;;;;;;;;;
66,00;2,00;1,00;3,00;87,00;0,00;;;117,00;27,00;1,00;1,00;1,63;63,00;9,00;;;;;;;;;;;;;;;;;;;;;;
66,00;2,00;1,00;3,00;88,00;1,00;signs;purposes;0,00;0,00;1,00;0,00;1,09;56,00;9,00;;;;;;;;;;;;;;;;;;;;;;
66,00;2,00;1,00;3,00;89,00;0,00;;;160,00;66,00;1,00;1,00;2,29;59,00;9,00;;;;;;;;;;;;;;;;;;;;;;
66,00;2,00;1,00;3,00;90,00;0,00;;;11,00;44,00;1,00;1,00;3,27;40,00;9,00;;;;;;;;;;;;;;;;;;;;;;
66,00;2,00;1,00;3,00;91,00;0,00;;;156,00;85,00;1,00;1,00;1,30;54,00;10,00;;;;;;;;;;;;;;;;;;;;;;
66,00;2,00;1,00;3,00;92,00;1,00;sleep;spring;0,00;0,00;1,00;1,00;3,92;16,00;10,00;;;;;;;;;;;;;;;;;;;;;;
66,00;2,00;1,00;3,00;93,00;0,00;;;209,00;13,00;2,00;1,00;3,71;18,00;10,00;;;;;;;;;;;;;;;;;;;;;;
66,00;2,00;1,00;3,00;94,00;0,00;;;171,00;43,00;1,00;1,00;1,63;47,00;10,00;;;;;;;;;;;;;;;;;;;;;;
66,00;2,00;1,00;3,00;95,00;0,00;;;20,00;175,00;1,00;0,00;1,20;75,00;10,00;;;;;;;;;;;;;;;;;;;;;;
66,00;2,00;1,00;3,00;96,00;0,00;;;114,00;24,00;2,00;1,00;2,18;29,00;10,00;;;;;;;;;;;;;;;;;;;;;;
66,00;2,00;1,00;3,00;97,00;1,00;lead;minute;0,00;0,00;2,00;1,00;2,17;22,00;10,00;;;;;;;;;;;;;;;;;;;;;;
66,00;2,00;1,00;3,00;98,00;1,00;yellow;door;0,00;0,00;2,00;0,00;1,30;32,00;10,00;;;;;;;;;;;;;;;;;;;;;;
66,00;2,00;1,00;3,00;99,00;0,00;;;38,00;179,00;2,00;1,00;3,16;73,00;10,00;;;;;;;;;;;;;;;;;;;;;;
66,00;2,00;1,00;3,00;100,00;1,00;develop;traffic;0,00;0,00;1,00;1,00;1,52;99,00;10,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;1,00;0,00;;;13,00;63,00;2,00;1,00;2,30;6,00;1,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;2,00;1,00;talked;block;0,00;0,00;2,00;1,00;4,70;86,00;1,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;3,00;1,00;breath;deep;0,00;0,00;1,00;1,00;4,14;7,00;1,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;4,00;1,00;give;same;0,00;0,00;2,00;1,00;2,94;46,00;1,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;5,00;0,00;;;196,00;125,00;2,00;1,00;6,99;25,00;1,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;6,00;1,00;frequently;neck;0,00;0,00;2,00;1,00;3,71;37,00;1,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;7,00;1,00;brief;always;0,00;0,00;1,00;1,00;2,18;78,00;1,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;8,00;0,00;;;185,00;22,00;1,00;1,00;2,73;87,00;1,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;9,00;0,00;;;12,00;182,00;1,00;1,00;5,90;5,00;1,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;10,00;1,00;gives;novel;0,00;0,00;1,00;1,00;1,41;34,00;1,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;11,00;1,00;heavy;walked;0,00;0,00;1,00;1,00;3,16;19,00;2,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;12,00;1,00;ready;appeal;0,00;0,00;1,00;1,00;4,47;92,00;2,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;13,00;1,00;hard;edge;0,00;0,00;2,00;1,00;3,38;64,00;2,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;14,00;1,00;unable;sample;0,00;0,00;2,00;1,00;2,61;91,00;2,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;15,00;1,00;spend;explain;0,00;0,00;2,00;0,00;2,07;45,00;2,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;16,00;1,00;officer;clean;0,00;0,00;2,00;0,00;2,94;55,00;2,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;17,00;1,00;hall;clay;0,00;0,00;1,00;0,00;1,19;29,00;2,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;18,00;1,00;John;cool;0,00;0,00;2,00;1,00;2,29;94,00;2,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;19,00;1,00;orders;prevent;0,00;0,00;2,00;0,00;3,71;24,00;2,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;20,00;1,00;wheel;somebody;0,00;0,00;1,00;0,00;3,05;71,00;2,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;21,00;1,00;square;horse;0,00;0,00;1,00;0,00;5,36;52,00;3,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;22,00;0,00;;;74,00;135,00;2,00;1,00;1,52;99,00;3,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;23,00;1,00;nose;plenty;0,00;0,00;2,00;1,00;2,94;23,00;3,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;24,00;0,00;;;177,00;36,00;1,00;1,00;1,53;56,00;3,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;25,00;1,00;danger;valley;0,00;0,00;2,00;1,00;3,93;20,00;3,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;26,00;1,00;fellow;silence;0,00;0,00;2,00;1,00;2,72;4,00;3,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;27,00;0,00;;;100,00;152,00;2,00;1,00;4,05;32,00;3,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;28,00;0,00;;;64,00;76,00;1,00;1,00;2,28;58,00;3,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;29,00;0,00;;;51,00;149,00;1,00;0,00;3,72;9,00;3,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;30,00;0,00;;;23,00;40,00;2,00;1,00;1,31;18,00;3,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;31,00;0,00;;;163,00;79,00;2,00;1,00;3,83;3,00;4,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;32,00;1,00;stage;sign;0,00;0,00;2,00;0,00;4,15;74,00;4,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;33,00;0,00;;;173,00;44,00;2,00;0,00;2,73;49,00;4,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;34,00;1,00;theater;question;0,00;0,00;1,00;0,00;2,72;31,00;4,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;35,00;1,00;review;reach;0,00;0,00;1,00;1,00;2,50;36,00;4,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;36,00;0,00;;;106,00;188,00;2,00;1,00;2,19;63,00;4,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;37,00;1,00;arts;troops;0,00;0,00;2,00;1,00;1,96;14,00;4,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;38,00;0,00;;;27,00;140,00;2,00;1,00;1,95;85,00;4,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;39,00;0,00;;;115,00;121,00;1,00;1,00;2,84;8,00;4,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;40,00;1,00;sight;justice;0,00;0,00;2,00;1,00;3,93;16,00;4,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;41,00;1,00;thin;alone;0,00;0,00;2,00;1,00;2,61;69,00;5,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;42,00;0,00;;;77,00;143,00;2,00;1,00;1,74;97,00;5,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;43,00;1,00;style;jobs;0,00;0,00;1,00;1,00;2,18;66,00;5,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;44,00;0,00;;;209,00;147,00;1,00;1,00;3,71;62,00;5,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;45,00;0,00;;;119,00;7,00;1,00;1,00;4,48;10,00;5,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;46,00;1,00;signal;mouth;0,00;0,00;1,00;0,00;4,58;76,00;5,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;47,00;0,00;;;146,00;11,00;2,00;1,00;2,73;41,00;5,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;48,00;1,00;murder;worry;0,00;0,00;2,00;0,00;2,61;47,00;5,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;49,00;0,00;;;208,00;15,00;1,00;1,00;1,75;17,00;5,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;50,00;1,00;degree;foot;0,00;0,00;2,00;1,00;1,85;27,00;5,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;51,00;1,00;elements;accept;0,00;0,00;1,00;0,00;3,27;35,00;6,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;52,00;1,00;typical;cold;0,00;0,00;1,00;0,00;2,28;81,00;6,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;53,00;0,00;;;184,00;191,00;1,00;1,00;2,62;80,00;6,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;54,00;0,00;;;81,00;116,00;1,00;1,00;5,68;26,00;6,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;55,00;1,00;peace;said;0,00;0,00;1,00;0,00;4,14;100,00;6,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;56,00;0,00;;;148,00;35,00;1,00;1,00;2,29;90,00;6,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;57,00;0,00;;;175,00;28,00;1,00;1,00;1,20;2,00;6,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;58,00;0,00;;;189,00;89,00;2,00;1,00;4,59;39,00;6,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;59,00;0,00;;;122,00;200,00;2,00;1,00;1,31;50,00;6,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;60,00;1,00;ought;fresh;0,00;0,00;1,00;1,00;2,18;13,00;6,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;61,00;0,00;;;17,00;21,00;1,00;1,00;4,06;96,00;7,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;62,00;0,00;;;181,00;129,00;2,00;1,00;1,31;93,00;7,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;63,00;0,00;;;180,00;9,00;1,00;1,00;2,84;40,00;7,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;64,00;0,00;;;95,00;1,00;2,00;1,00;4,04;44,00;7,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;65,00;0,00;;;137,00;58,00;1,00;0,00;2,07;54,00;7,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;66,00;0,00;;;59,00;190,00;1,00;1,00;1,85;73,00;7,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;67,00;0,00;;;30,00;29,00;1,00;1,00;2,62;98,00;7,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;68,00;0,00;;;139,00;154,00;2,00;0,00;1,63;22,00;7,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;69,00;1,00;faces;ideal;0,00;0,00;1,00;1,00;1,85;61,00;7,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;70,00;0,00;;;111,00;52,00;1,00;0,00;1,53;79,00;7,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;71,00;0,00;;;198,00;134,00;2,00;0,00;3,39;68,00;8,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;72,00;0,00;;;193,00;98,00;1,00;1,00;3,72;53,00;8,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;73,00;0,00;;;179,00;48,00;2,00;1,00;5,79;12,00;8,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;74,00;1,00;extreme;income;0,00;0,00;1,00;0,00;3,82;48,00;8,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;75,00;0,00;;;16,00;97,00;1,00;0,00;1,53;82,00;8,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;76,00;0,00;;;87,00;37,00;2,00;1,00;5,03;59,00;8,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;77,00;0,00;;;66,00;19,00;2,00;1,00;4,15;75,00;8,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;78,00;0,00;;;68,00;183,00;2,00;1,00;2,19;72,00;8,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;79,00;1,00;faith;headed;0,00;0,00;1,00;1,00;1,19;15,00;8,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;80,00;1,00;nuclear;help;0,00;0,00;1,00;1,00;1,52;70,00;8,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;81,00;0,00;;;160,00;5,00;2,00;1,00;4,04;88,00;9,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;82,00;1,00;says;gain;0,00;0,00;2,00;0,00;1,74;1,00;9,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;83,00;0,00;;;62,00;166,00;1,00;1,00;1,96;65,00;9,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;84,00;1,00;dozen;showed;0,00;0,00;1,00;1,00;3,16;28,00;9,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;85,00;0,00;;;117,00;145,00;1,00;1,00;1,85;33,00;9,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;86,00;0,00;;;67,00;207,00;1,00;1,00;1,08;77,00;9,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;87,00;0,00;;;33,00;73,00;1,00;0,00;2,73;57,00;9,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;88,00;1,00;student;paid;0,00;0,00;1,00;1,00;2,73;84,00;9,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;89,00;1,00;cell;unit;0,00;0,00;2,00;1,00;1,08;43,00;9,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;90,00;1,00;hearing;speech;0,00;0,00;1,00;1,00;2,72;89,00;9,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;91,00;0,00;;;55,00;124,00;1,00;1,00;2,07;83,00;10,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;92,00;1,00;last;difficult;0,00;0,00;2,00;1,00;1,63;11,00;10,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;93,00;1,00;exchange;pair;0,00;0,00;2,00;0,00;3,05;21,00;10,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;94,00;1,00;draw;ball;0,00;0,00;1,00;0,00;1,52;60,00;10,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;95,00;1,00;gross;grow;0,00;0,00;2,00;0,00;5,02;95,00;10,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;96,00;1,00;bear;formed;0,00;0,00;1,00;1,00;1,19;38,00;10,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;97,00;1,00;tests;game;0,00;0,00;2,00;0,00;2,83;30,00;10,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;98,00;0,00;;;165,00;114,00;1,00;1,00;0,98;42,00;10,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;99,00;0,00;;;202,00;86,00;2,00;1,00;2,18;67,00;10,00;;;;;;;;;;;;;;;;;;;;;;
67,00;1,00;1,00;3,00;100,00;1,00;cross;becoming;0,00;0,00;1,00;1,00;1,63;51,00;10,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;1,00;1,00;dust;argument;0,00;0,00;2,00;1,00;1,42;69,00;1,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;2,00;1,00;fashion;warren;0,00;0,00;1,00;1,00;0,86;98,00;1,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;3,00;1,00;ended;plans;0,00;0,00;1,00;0,00;0,10;61,00;1,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;4,00;1,00;produce;sitting;0,00;0,00;1,00;1,00;2,94;30,00;1,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;5,00;1,00;moved;lives;0,00;0,00;2,00;0,00;1,96;12,00;1,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;6,00;1,00;walking;highest;0,00;0,00;1,00;0,00;0,75;66,00;1,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;7,00;1,00;platform;film;0,00;0,00;2,00;1,00;1,41;13,00;1,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;8,00;1,00;captain;campaign;0,00;0,00;2,00;1,00;1,96;72,00;1,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;9,00;1,00;interested;trust;0,00;0,00;1,00;0,00;2,72;46,00;1,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;10,00;1,00;achieve;advice;0,00;0,00;2,00;1,00;0,97;41,00;1,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;11,00;1,00;world;little;0,00;0,00;1,00;0,00;1,52;16,00;2,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;12,00;1,00;shown;meeting;0,00;0,00;2,00;0,00;1,74;15,00;2,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;13,00;1,00;rates;speaking;0,00;0,00;2,00;0,00;1,19;74,00;2,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;14,00;1,00;attorney;enter;0,00;0,00;2,00;1,00;1,85;3,00;2,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;15,00;1,00;enough;leading;0,00;0,00;1,00;1,00;1,30;40,00;2,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;16,00;1,00;universe;significant;0,00;0,00;2,00;1,00;1,19;100,00;2,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;17,00;1,00;jazz;calls;0,00;0,00;2,00;0,00;3,05;7,00;2,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;18,00;1,00;pushed;winter;0,00;0,00;1,00;1,00;1,63;63,00;2,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;19,00;1,00;unusual;respect;0,00;0,00;2,00;1,00;1,85;80,00;2,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;20,00;1,00;quick;poetry;0,00;0,00;2,00;1,00;1,08;94,00;2,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;21,00;1,00;feeling;choose;0,00;0,00;1,00;0,00;1,08;64,00;3,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;22,00;1,00;drink;tone;0,00;0,00;1,00;1,00;1,63;56,00;3,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;23,00;1,00;establish;largely;0,00;0,00;1,00;0,00;1,30;83,00;3,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;24,00;1,00;glass;clearly;0,00;0,00;2,00;1,00;1,08;76,00;3,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;25,00;1,00;race;moment;0,00;0,00;1,00;0,00;1,30;55,00;3,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;26,00;1,00;chest;drive;0,00;0,00;2,00;0,00;1,08;92,00;3,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;27,00;1,00;straight;part;0,00;0,00;1,00;1,00;1,96;19,00;3,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;28,00;1,00;inches;hero;0,00;0,00;2,00;1,00;1,41;23,00;3,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;29,00;1,00;facts;free;0,00;0,00;1,00;1,00;1,08;42,00;3,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;30,00;1,00;funds;circle;0,00;0,00;2,00;0,00;3,71;82,00;3,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;31,00;1,00;years;impact;0,00;0,00;2,00;0,00;1,41;89,00;4,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;32,00;1,00;carry;enemy;0,00;0,00;2,00;1,00;1,41;11,00;4,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;33,00;1,00;afraid;raise;0,00;0,00;1,00;0,00;1,96;90,00;4,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;34,00;1,00;payment;problem;0,00;0,00;2,00;1,00;1,21;18,00;4,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;35,00;1,00;kitchen;twice;0,00;0,00;2,00;0,00;1,19;38,00;4,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;36,00;1,00;life;hair;0,00;0,00;1,00;1,00;1,19;67,00;4,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;37,00;1,00;event;situations;0,00;0,00;1,00;0,00;2,07;26,00;4,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;38,00;1,00;firms;doing;0,00;0,00;2,00;1,00;1,96;34,00;4,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;39,00;1,00;court;warm;0,00;0,00;1,00;1,00;1,85;65,00;4,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;40,00;1,00;direct;truck;0,00;0,00;1,00;1,00;1,30;85,00;4,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;41,00;1,00;dance;hole;0,00;0,00;2,00;1,00;1,19;39,00;5,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;42,00;1,00;spread;inner;0,00;0,00;1,00;1,00;1,41;70,00;5,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;43,00;1,00;worse;smile;0,00;0,00;1,00;1,00;1,63;2,00;5,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;44,00;1,00;welcome;pointed;0,00;0,00;1,00;1,00;1,41;24,00;5,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;45,00;1,00;device;drop;0,00;0,00;1,00;0,00;1,30;86,00;5,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;46,00;1,00;provided;having;0,00;0,00;2,00;0,00;2,72;17,00;5,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;47,00;1,00;crowd;units;0,00;0,00;1,00;1,00;2,18;47,00;5,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;48,00;1,00;meet;seat;0,00;0,00;2,00;1,00;1,30;53,00;5,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;49,00;1,00;driving;metal;0,00;0,00;1,00;1,00;1,30;54,00;5,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;50,00;1,00;tell;east;0,00;0,00;1,00;1,00;1,41;78,00;5,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;51,00;0,00;;;105,00;88,00;1,00;1,00;2,19;22,00;6,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;52,00;0,00;;;80,00;197,00;1,00;0,00;2,62;6,00;6,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;53,00;0,00;;;49,00;194,00;2,00;1,00;1,64;99,00;6,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;54,00;0,00;;;4,00;174,00;1,00;0,00;2,95;9,00;6,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;55,00;0,00;;;91,00;109,00;1,00;0,00;3,39;71,00;6,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;56,00;0,00;;;47,00;204,00;2,00;0,00;2,51;44,00;6,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;57,00;0,00;;;128,00;85,00;1,00;1,00;1,63;35,00;6,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;58,00;0,00;;;156,00;38,00;2,00;0,00;3,71;58,00;6,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;59,00;0,00;;;136,00;103,00;1,00;0,00;2,40;84,00;6,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;60,00;0,00;;;159,00;153,00;2,00;1,00;1,08;75,00;6,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;61,00;0,00;;;32,00;187,00;1,00;1,00;1,31;48,00;7,00;;;;;;;;;;;;;;;;;;;;;;
67,00;2,00;2,00;1,00;62,00;0,00;;;123,00;24,00;2,00;1,00;1,31;49,00;7,00;;;;;;;;;;;;;;;;;;;;;;
